,game_title, genre, platforms, developers,release_year,release_month,release_day,average_metascore_ratings
4840,EverQuest: The Ruins of Kunark,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2000,3,31,86.0
4841,The Lord of the Rings Online: Shadows of Angmar,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Turbine Inc.,2007,4,24,86.0
4842,Mass Effect 2: Overlord,Role-Playing|Action RPG,PC|Xbox 360,BioWare,2010,6,15,86.0
4843,Warhammer Online: Age of Reckoning,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,EA Mythic,2008,9,16,86.0
4844,Path of Exile,Role-Playing|Action RPG,PC|PlayStation 4|Xbox One,Grinding Gear Games,2013,1,25,86.0
4845,Legend of Grimrock II,Role-Playing|Western-Style|First-Person,PC,Almost Human,2014,10,15,85.0
4846,City of Heroes,Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Modern,PC,Paragon Studios| Cryptic Studios,2004,4,27,85.0
4847,EverQuest,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,1999,3,16,85.0
4848,Van Helsing I: Complete Pack,Role-Playing|Action RPG,PC,NeocoreGames,2013,5,22,85.0
4849,Final Fantasy XV: Windows Edition,Role-Playing|Action RPG,PC|PlayStation 4|Xbox One,Square Enix,2018,3,6,85.0
4850,The Lord of the Rings Online: Mines of Moria,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Turbine Inc.,2008,11,17,85.0
4851,Dark Souls: Prepare to Die Edition,Role-Playing|Action RPG,PC,From Software,2012,8,24,85.0
4852,The Legend of Heroes: Trails in the Sky,Role-Playing|Japanese-Style|Console-style RPG,PC,Falcom,2014,7,29,85.0
4853,Star Wars: Knights of the Old Republic II - The Sith Lords,Role-Playing|Third-Person|General,PC,Obsidian Entertainment,2005,2,8,85.0
4854,EverQuest: Gates of Discord,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2004,2,9,85.0
4855,Final Fantasy XI,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC|PlayStation 2|Xbox 360,Square Enix,2003,10,28,85.0
4856,Planescape: Torment - Enhanced Edition,Role-Playing|Western-Style,PC,Beamdog,2017,4,11,85.0
4857,Anarchy Online: Shadowlands,Role-Playing|Sci-Fi|Massively Multiplayer Online|Massively Multiplayer,PC,Funcom,2003,9,8,85.0
4858,Dark Age of Camelot: Shrouded Isles,Role-Playing|Fantasy|Massively Multiplayer Online,PC,Mythic Entertainment,2002,12,2,85.0
4859,Neverwinter Nights: Hordes of the Underdark,Role-Playing|Western-Style|PC-style RPG,PC,BioWare,2003,12,2,84.0
4860,Space Rangers 2: Rise of the Dominators,Role-Playing|General,PC,1C| Elemental Games| 1C Company,2006,3,27,84.0
4861,Guild Wars Factions,Role-Playing|General|Massively Multiplayer,PC,ArenaNet,2006,4,28,84.0
4862,Mass Effect 3: Citadel,Role-Playing|Action RPG,PC|PlayStation 3|Xbox 360,BioWare,2013,3,5,84.0
4863,Nioh: Complete Edition,Role-Playing|Action RPG,PC|PlayStation 4,Team Ninja,2017,11,7,84.0
4864,Guild Wars Nightfall,Role-Playing|General|Massively Multiplayer,PC,ArenaNet,2006,10,26,84.0
4865,Rift,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Trion Worlds,2011,3,1,84.0
4866,Final Fantasy XI: Treasures of Aht Urhgan,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC|PlayStation 2,Square Enix,2006,4,18,83.0
4867,Grim Dawn,Role-Playing|Action RPG,PC,Crate Entertainment,2016,2,25,83.0
4868,Mount & Blade: Warband - Napoleonic Wars,Role-Playing|Western-Style|PC-style RPG,PC,Taleworlds Entertainment| Tale Worlds,2012,4,19,83.0
4869,Guild Wars 2: Path of Fire,Role-Playing|Massively Multiplayer,PC,ArenaNet,2017,9,22,83.0
4870,EverQuest: The Shadows of Luclin,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2001,12,2,83.0
4871,Fable: The Lost Chapters,Role-Playing|Action RPG,PC,Lionhead Studios,2005,9,20,83.0
4872,The Lord of the Rings Online: Siege of Mirkwood,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Turbine Inc.,2009,12,1,83.0
4873,Icewind Dale II,Role-Playing|Western-Style|PC-style RPG,PC,Black Isle Studios,2002,8,26,83.0
4874,EverQuest II: Echoes of Faydwer,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2006,11,13,83.0
4875,DarkMaus,Role-Playing|Action RPG,PC,Daniel Wright,2016,1,26,83.0
4876,Age of Conan: Rise of the Godslayer,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Funcom,2010,5,11,83.0
4877,Torchlight,Role-Playing|Action RPG,PC|Xbox 360,Runic Games,2009,10,27,83.0
4878,EverQuest II: Rise of Kunark,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2007,11,13,83.0
4879,Dark Age of Camelot: Catacombs,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Mythic Entertainment,2004,12,7,83.0
4880,The Legend of Heroes: Trails in the Sky the 3rd,Role-Playing|Japanese-Style,PC,Falcom,2017,5,3,83.0
4881,Dragon Age II: Mark of the Assassin,Role-Playing|Action RPG|PC-style RPG,PC|PlayStation 3|Xbox 360,BioWare,2011,10,11,83.0
4882,Bloodstained: Ritual of the Night,Role-Playing|2D|Action|Platformer|Action RPG,PC|PlayStation 4|Switch|Xbox One,Inti Creates| ArtPlay,2019,6,18,83.0
4883,Dark Souls II: Crown of the Ivory King,Role-Playing|Action RPG,PC|PlayStation 3|Xbox 360,Namco Bandai Games,2014,9,29,82.0
4884,City of Villains,Role-Playing|Massively Multiplayer Online|Modern,PC,Paragon Studios,2005,10,31,82.0
4885,Asheron's Call 2: Fallen Kings,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Turbine Inc.,2002,11,20,82.0
4886,Neverwinter Nights 2,Role-Playing|Western-Style|PC-style RPG,PC,Obsidian Entertainment,2006,10,31,82.0
4887,Dragon Age: Origins - Awakening,Role-Playing|Western-Style|PC-style RPG,PC|PlayStation 3|Xbox 360,BioWare,2010,3,16,82.0
4888,Neverwinter Nights 2: Mask of The Betrayer,Role-Playing|Western-Style|PC-style RPG,PC,Obsidian Entertainment,2007,10,9,82.0
4889,Marvel: Ultimate Alliance,Role-Playing|Action RPG,PC|PlayStation 2|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Raven Software,2006,10,24,82.0
4890,Dragon Age II,Role-Playing|Action RPG|PC-style RPG,PC|PlayStation 3|Xbox 360,BioWare,2011,3,8,82.0
4891,Jimmy and the Pulsating Mass,Role-Playing|Japanese-Style,PC,Kasey Ozymy,2018,8,7,82.0
4892,Fallout Tactics: Brotherhood of Steel,Role-Playing|Action RPG,PC,14 Degrees East,2001,3,14,82.0
4893,Legend of Grimrock,Role-Playing|General,PC|iPhone/iPad,Almost Human,2012,4,11,88.0
4894,Desktop Dungeons,Role-Playing|Roguelike|General,PC|iPhone/iPad,QCF Design,2010,10,17,84.5
4895,World of Warcraft: Mists of Pandaria,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Blizzard Entertainment,2012,9,25,82.0
4896,Earth & Beyond,Role-Playing|Sci-Fi|Massively Multiplayer Online|Massively Multiplayer,PC,Westwood Studios,2002,9,2,82.0
4897,Dark Souls II: Crown of the Sunken King,Role-Playing|Action RPG,PC|PlayStation 3|Xbox 360,Namco Bandai Games,2014,7,22,82.0
4898,EverQuest: The Scars of Velious,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2000,12,4,82.0
4899,Darkest Dungeon: The Crimson Court,Role-Playing|General,PC|PlayStation 4|PlayStation Vita,Red Hook Studios,2017,6,19,82.0
4900,Divinity II: The Dragon Knight Saga,Role-Playing|Action RPG|Compilation|Miscellaneous,PC|Xbox 360,Larian Studios Games Ltd,2010,11,5,82.0
4901,WildStar,Role-Playing|Massively Multiplayer|Massively Multiplayer Online|Sci-Fi,PC,Carbine Studios,2014,6,3,82.0
4902,Avadon 2: The Corruption,Role-Playing|General,PC|iPhone/iPad,Spiderweb Software,2013,10,30,82.0
4903,Shadowrun: Hong Kong,Role-Playing|Western-Style,PC,Harebrained Schemes LLC,2015,8,20,81.0
4904,Marvel Heroes 2015,Role-Playing|Sci-Fi|Massively Multiplayer Online|Massively Multiplayer,PC,Gazillion,2014,6,4,81.0
4905,The Witcher,Role-Playing|Action RPG,PC,CD Projekt Red Studio,2007,10,30,81.0
4906,Jade Empire: Special Edition,Role-Playing|Action RPG,PC|iPhone/iPad|Xbox 360,BioWare,2007,2,26,80.5
4907,Asheron's Call,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Turbine Inc.,1999,10,31,81.0
4908,Gothic,Role-Playing|General,PC,Piranha Bytes,2001,11,23,81.0
4909,Arcanum: Of Steamworks and Magick Obscura,Role-Playing|Western-Style|PC-style RPG,PC,Troika Games,2001,8,22,81.0
4910,PlanetSide,Role-Playing|Sci-Fi|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2003,5,20,81.0
4911,Kingdoms of Amalur: Reckoning,Role-Playing|Action RPG|PC-style RPG,PC|PlayStation 3|Xbox 360,Big Huge Games,2012,2,7,81.0
4912,Finding Paradise,Role-Playing|Japanese-Style,PC,Freebird Games,2017,12,14,81.0
4913,Guild Wars 2: Heart of Thorns,Role-Playing|Massively Multiplayer,PC,ArenaNet,2015,10,23,81.0
4914,Dangerous High School Girls in Trouble,Role-Playing|General,PC,Mousechief,2008,5,14,81.0
4915,EverQuest: The Planes of Power,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2002,10,28,81.0
4916,Disney's Toontown Online,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Disney Interactive Studios,2005,10,6,81.0
4917,The Age of Decadence,Role-Playing|Western-Style|PC-style RPG,PC,Iron Tower Studio,2015,10,15,81.0
4918,Shadowrun: Dragonfall,Role-Playing|General,PC,Harebrained Schemes LLC,2014,2,27,81.0
4919,Dungeon Defenders,Role-Playing|Action RPG,PC|PlayStation 3|Xbox 360,Trendy Entertainment,2011,10,18,81.0
4920,Divine Divinity,Role-Playing|Action RPG,PC,Larian Studios Games Ltd,2002,9,22,81.0
4921,Darkest Dungeon: The Color of Madness,Role-Playing|General,PC|PlayStation 4,Red Hook Studios,2018,6,19,81.0
4922,Age of Conan: Hyborian Adventures,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Funcom,2008,5,20,80.0
4923,Tyranny,Role-Playing|Western-Style,PC,Obsidian Entertainment,2016,11,10,80.0
4924,Dungeon Siege II,Role-Playing|Action RPG,PC,Gas Powered Games,2005,8,16,80.0
4925,Grandia II Anniversary Edition,Role-Playing|Japanese-Style,PC,GungHo,2015,8,24,80.0
4926,Titan Quest: Immortal Throne,Role-Playing|Action RPG,PC,Iron Lore Entertainment,2007,3,5,80.0
4927,X-Men Legends II: Rise of Apocalypse,Role-Playing|Action RPG,PC|Mobile|PlayStation 2,Raven Software,2005,9,20,80.0
4928,SpellForce 2: Shadow Wars,Role-Playing|Western-Style|PC-style RPG,PC,EA Phenomic,2006,5,5,80.0
4929,Asheron's Call Dark Majesty,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Turbine Inc.,2001,11,4,80.0
4930,FATE,Role-Playing|Third-Person|Action RPG,PC,WildTangent,2005,5,18,80.0
4931,Hero-U: Rogue to Redemption,Role-Playing|Action RPG,PC,Transolar Games,2018,7,10,80.0
4932,Icewind Dale: Enhanced Edition,Role-Playing|Western-Style|PC-style RPG,PC|iPhone/iPad,Black Isle Studios| Beamdog| Overhaul Games,2014,10,30,81.5
4933,Vampire: The Masquerade - Bloodlines,Role-Playing|Western-Style|First-Person,PC,Troika Games,2004,11,16,80.0
4934,The Elder Scrolls Online: Elsweyr,Role-Playing|Massively Multiplayer,PC|PlayStation 4|Xbox One,ZeniMax Media,2019,5,20,80.0
4935,The Legend of Heroes: Trails in the Sky SC,Role-Playing|Japanese-Style|Console-style RPG,PC,Falcom,2015,10,29,80.0
4936,Ys Seven,Role-Playing|Action RPG,PC,Falcom,2017,8,30,80.0
4937,Runes of Magic Chapter II: The Elven Prophecy,Role-Playing|Fantasy|Massively Multiplayer Online,PC,Runewaker Entertainment,2009,9,15,80.0
4938,Kingsway,Role-Playing|General,PC,Andrew Morrish,2017,7,18,80.0
4939,A Tale in the Desert,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,eGenesis,2003,2,15,79.0
4940,Depths of Peril,Role-Playing|General,PC,Soldak Entertainment,2007,9,6,79.0
4941,Else Heart.Break(),Role-Playing|General,PC,Erik Svedang,2015,9,24,79.0
4942,Ragnarok Online,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Gravity Corporation| Gravity,2002,8,31,79.0
4943,Dungeons of Dredmor,Role-Playing|Roguelike|General,PC,Gaslamp Games,2011,7,13,79.0
4944,EverQuest: Dragons of Norrath,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2005,2,14,79.0
4945,The Incredible Adventures of Van Helsing: Final Cut,Role-Playing|Action RPG,PC,NeocoreGames,2015,11,6,79.0
4946,Shattered Galaxy,Role-Playing|Massively Multiplayer|General|Strategy,PC,Nexon,2001,8,21,79.0
4947,Gothic II,Role-Playing|Western-Style|PC-style RPG,PC,Piranha Bytes,2003,10,28,79.0
4948,Rusty Hearts,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Stairway Games,2011,9,20,79.0
4949,Druidstone: The Secret of the Menhir Forest,Role-Playing|Western-Style,PC,Ctrl Alt Ninja Ltd.,2019,5,15,79.0
4950,Pillars of Eternity: The White March - Part 2,Role-Playing|Western-Style,PC,Obsidian Entertainment,2016,2,16,79.0
4951,Guild Wars: Eye of the North,Role-Playing|General|Massively Multiplayer,PC,ArenaNet,2007,8,28,79.0
4952,EverQuest: Lost Dungeons of Norrath,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2003,9,8,79.0
4953,Half Minute Hero: The Second Coming,Role-Playing|Action RPG,PC,Opus,2014,4,4,79.0
4954,Zwei: The Ilvard Insurrection,Role-Playing|Action RPG,PC,Falcom,2017,10,31,79.0
4955,Free Realms,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC|PlayStation 3,Sony Online Entertainment,2009,4,29,79.0
4956,Dark Souls II: Crown of the Old Iron King,Role-Playing|Action RPG,PC|PlayStation 3|Xbox 360,From Software,2014,8,26,79.0
4957,World of Warcraft: Battle for Azeroth,Role-Playing|Massively Multiplayer,PC,Blizzard Entertainment,2018,8,13,79.0
4958,EverQuest II: Desert of Flames,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2005,9,12,79.0
4959,Rift: Storm Legion,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Trion Worlds,2012,11,13,79.0
4960,Xanadu Next,Role-Playing|Action RPG,PC,Falcom,2016,11,3,78.0
4961,Baldur's Gate: Enhanced Edition,Role-Playing|Western-Style|PC-style RPG,PC|iPhone/iPad,Overhaul Games,2012,11,28,75.5
4962,Fallout 4 VR,Role-Playing|Western-Style,PC,Bethesda Game Studios,2017,12,11,78.0
4963,Neverwinter Nights: Shadows of Undrentide,Role-Playing|Western-Style|PC-style RPG,PC,BioWare,2003,6,17,78.0
4964,Cthulhu Saves the World,Role-Playing|Japanese-Style|General,PC|iPhone/iPad,Zeboyd Games,2011,7,13,76.5
4965,Two Worlds II: Pirates of the Flying Fortress,Role-Playing|Third-Person|General|Action RPG,PC|PlayStation 3|Xbox 360,Reality Pump,2011,9,30,78.0
4966,Avernum 2: Crystal Souls,Role-Playing|Western-Style|PC-style RPG,PC|iPhone/iPad,Spiderweb Software,2015,1,14,78.0
4967,Baldur's Gate II: Enhanced Edition,Role-Playing|Western-Style|PC-style RPG,PC|iPhone/iPad,Overhaul Games,2013,11,15,78.0
4968,Dungeon Fighter Online,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Neople,2009,9,22,78.0
4969,Summoner,Role-Playing|Action RPG,PC|PlayStation 2,Volition Inc.,2001,3,21,78.0
4970,DeathSpank: Thongs of Virtue,Role-Playing|Action RPG,PC|PlayStation 3|Xbox 360,Hothead Games,2010,11,30,78.0
4971,Tabula Rasa,Role-Playing|Sci-Fi|Massively Multiplayer Online|Massively Multiplayer,PC,NCSOFT,2007,10,30,78.0
4972,EverQuest II: The Shadow Odyssey,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2008,11,17,78.0
4973,Dungelot: Shattered Lands,Role-Playing|Turn-Based|General|Strategy|Tactics,PC|iPhone/iPad,Red Winter Software Limited| Red Winter Software,2016,2,18,80.25
4974,Shadows of Adam,Role-Playing|Japanese-Style,PC|Switch,Something Classic Games LLC,2017,2,23,78.0
4975,The Chronicles of Nyanya,Role-Playing|General,PC,hamstercube,2018,2,16,78.0
4976,Arx Fatalis,Role-Playing|Western-Style|First-Person,PC,Arkane Studios,2002,11,11,77.0
4977,Tower of Time,Role-Playing|Action RPG,PC,Event Horizon Software,2018,4,12,77.0
4978,Expeditions: Conquistador,Role-Playing|General,PC,Logic Artists,2013,5,30,77.0
4979,Baldur's Gate: Siege of Dragonspear,Role-Playing|Western-Style,PC,Overhaul Games,2016,3,31,77.0
4980,Echoes Of Aetheria,Role-Playing|Japanese-Style,PC,Dancing Dragon games,2016,1,15,77.0
4981,The Chronicles of Spellborn,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Spellborn International Ltd,2009,4,23,77.0
4982,Anachronox,Role-Playing|Japanese-Style|Third-Person|General,PC,Ion Storm,2001,6,27,77.0
4983,Dragon Age: Inquisition - Trespasser,Role-Playing|Western-Style|Action RPG,PC|PlayStation 4|Xbox One,BioWare,2015,9,9,77.0
4984,Might & Magic: Heroes VI,Role-Playing|Fantasy|Turn-Based|General|Strategy,PC,Black Hole Games,2011,10,13,77.0
4985,Risen,Role-Playing|Action RPG|General,PC|Xbox 360,Piranha Bytes,2009,10,2,77.0
4986,Star Wars Galaxies: Jump to Lightspeed,Role-Playing|Sci-Fi|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2004,10,26,77.0
4987,EVE Online: Commissioned Officer Edition,Massively Multiplayer Online|Miscellaneous|Role-Playing|Compilation|Sci-Fi,PC,CCP,2010,10,19,77.0
4988,Ys VI: The Ark of Napishtim,Role-Playing|Action RPG,PC|Mobile|PlayStation 2,Falcom,2015,4,28,76.0
4989,Dark Age of Camelot: Darkness Rising,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Mythic Entertainment,2005,10,11,76.0
4990,Secret World Legends,Role-Playing|General|Massively Multiplayer|Action Adventure,PC,Funcom,2017,6,26,76.0
4991,Avernum: Escape From the Pit,Role-Playing|Western-Style|General,PC|iPhone/iPad,Spiderweb Software,2012,4,11,76.0
4992,Aion,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,NCSOFT,2009,9,22,76.0
4993,Pirates of the Burning Sea,Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Historic,PC,Flying Lab Software,2008,1,21,76.0
4994,Might & Magic: Clash of Heroes,Role-Playing|General,PC|iPhone/iPad|PlayStation 3|Xbox 360,Capy Games,2011,9,22,79.5
4995,Star Trek Online: Legacy of Romulus,Role-Playing|Sci-Fi|Massively Multiplayer Online|Massively Multiplayer,PC,Cryptic Studios,2013,5,21,76.0
4996,Overture,Role-Playing|Action RPG,PC,Black Shell Games,2015,2,2,76.0
4997,Pillars of Eternity: The White March - Part 1,Role-Playing|Western-Style,PC,Obsidian Entertainment,2015,8,25,76.0
4998,WAKFU,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Ankama Games,2012,2,29,76.0
4999,EverQuest II: Kingdom of Sky,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2006,2,21,76.0
5000,Shadowrun Returns,Role-Playing|General,PC|iPhone/iPad,Harebrained Schemes LLC,2013,7,25,80.5
5001,Vindictus,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,devCAT,2010,10,27,76.0
5002,Fight The Dragon,Role-Playing|Action RPG,PC,3 Sprockets,2014,12,4,76.0
5003,Din's Curse,Role-Playing|Action RPG,PC,Soldak Entertainment,2010,3,31,76.0
5004,Two Worlds II,Role-Playing|Third-Person|General|Action RPG,PC|PlayStation 3|Xbox 360,Reality Pump,2011,2,3,76.0
5005,Diablo III: Rise of the Necromancer,Role-Playing|Action RPG,PC|PlayStation 4|Xbox One,Blizzard Entertainment,2017,6,27,76.0
5006,Eschalon: Book I,Role-Playing|Western-Style|PC-style RPG,PC,Basilisk Games,2007,11,19,75.0
5007,Avadon: The Black Fortress,Role-Playing|Western-Style|PC-style RPG,PC|iPhone/iPad,Spiderweb Software,2011,5,2,75.0
5008,Kenshi,Role-Playing|General,PC,Lo-Fi Games,2018,12,6,75.0
5009,Final Fantasy XIII-2,Role-Playing|Japanese-Style|Console-style RPG,PC|PlayStation 3|Xbox 360,Square Enix,2014,12,11,75.0
5010,Fable III,Role-Playing|Japanese-Style|Console-style RPG,PC|Xbox 360,Lionhead Studios,2011,5,17,75.0
5011,Cartoon Network Universe: FusionFall,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Grigon Entertainment Co.,2009,1,13,75.0
5012,Din's Curse: Demon War,Role-Playing|Action RPG,PC,Soldak Entertainment,2011,2,22,75.0
5013,Shadowbane,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Wolfpack Studios,2003,3,25,75.0
5014,Ravenmark: Scourge of Estellion,Role-Playing|Turn-Based|General|Strategy|Tactics,PC|iPhone/iPad,Witching Hour Studios,2015,9,10,75.0
5015,Dark Age of Camelot: Trials of Atlantis,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Mythic Entertainment,2003,10,28,75.0
